Pathway identifier,Pathway name,# Entities found,# Entities total,Entities ratio,Entities pValue,Entities FDR,# Reactions found,# Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-69541,"Stabilization of p53",13,54,0.005298273155416013,0.016450959784090613,0.5348245193987395,5,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000143207;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000143207;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000108344;ENSG00000185627;ENSG00000101843","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;Q8NHY2;O75832;O00487;Q99436;Q16401","R-HSA-264444;R-HSA-264435;R-HSA-264418;R-HSA-264458;R-HSA-349444"
R-HSA-69580,"p53-Dependent G1/S DNA damage checkpoint",14,60,0.005886970172684459,0.01671326623121061,0.5348245193987395,6,10,0.001221001221001221,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000143207;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000111276;ENSG00000100902;ENSG00000143207;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000108344;ENSG00000185627;ENSG00000101843;ENSG00000111276","P48556;O43242;Q06323;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;Q8NHY2;O75832;P46527;Q16401","R-HSA-264444;R-HSA-264435;R-HSA-264418;R-HSA-264458;R-HSA-349444;R-HSA-69562"
R-HSA-69563,"p53-Dependent G1 DNA Damage Response",14,60,0.005886970172684459,0.01671326623121061,0.5348245193987395,6,10,0.001221001221001221,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000143207;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000111276;ENSG00000100902;ENSG00000143207;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000108344;ENSG00000185627;ENSG00000101843;ENSG00000111276","P48556;O43242;Q06323;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;Q8NHY2;O75832;P46527;Q16401","R-HSA-264444;R-HSA-264435;R-HSA-264418;R-HSA-264458;R-HSA-349444;R-HSA-69562"
R-HSA-176408,"Regulation of APC/C activators between G1/S and early anaphase",17,79,0.0077511773940345365,0.018363389219664183,0.5488290292369514,13,14,0.0017094017094017094,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000170312;ENSG00000196510;ENSG00000113558;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000166167;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000166167;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000170312;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000113558;ENSG00000108344;ENSG00000185627;ENSG00000101843","Q9UJX3;P48556;O43242;Q9Y297;Q06323;Q12834;P06493;O00487;Q99436;P20618;Q9UNM6;P63208;P55036;P62333;P60900;O75832;Q16401","R-HSA-174139;R-HSA-174209;R-HSA-174122;R-HSA-141429;R-HSA-174174;R-HSA-174159;R-HSA-174203;R-HSA-174079;R-HSA-174251;R-HSA-141423;R-HSA-141437;R-HSA-174235;R-HSA-188371"
R-HSA-450408,"AUF1 (hnRNP D0) destabilizes mRNA",13,55,0.005396389324960753,0.01877129680306555,0.5488290292369514,3,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000204389;ENSG00000204389;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;P08107;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-450551;R-HSA-450466;R-HSA-450580"
R-HSA-5610783,"Degradation of GLI2 by the proteasome",14,61,0.0059850863422291995,0.01892513893920522,0.5488290292369514,2,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000113558;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000166167;ENSG00000100902;ENSG00000159352;ENSG00000159352;ENSG00000166167;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000113558;ENSG00000108344;ENSG00000185627;ENSG00000101843","P48556;O43242;Q9Y297;Q06323;O00487;Q99436;P20618;Q9UNM6;P63208;P55036;P62333;P60900;O75832;Q16401","R-HSA-5610745;R-HSA-5610757"
R-HSA-5610785,"GLI3 is processed to GLI3R by the proteasome",14,61,0.0059850863422291995,0.01892513893920522,0.5488290292369514,2,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000113558;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000166167;ENSG00000100902;ENSG00000159352;ENSG00000159352;ENSG00000166167;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000113558;ENSG00000108344;ENSG00000185627;ENSG00000101843","P48556;O43242;Q9Y297;Q06323;O00487;Q99436;P20618;Q9UNM6;P63208;P55036;P62333;P60900;O75832;Q16401","R-HSA-5610754;R-HSA-5610746"
R-HSA-174184,"Cdc20:Phospho-APC/C mediated degradation of Cyclin A",15,69,0.006770015698587127,0.023674391999268907,0.6011740281541128,3,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000170312;ENSG00000100519;ENSG00000196510;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000170312;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000108344;ENSG00000185627;ENSG00000101843","Q9UJX3;P48556;O43242;Q06323;Q12834;P06493;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;O75832;Q16401","R-HSA-174104;R-HSA-174171;R-HSA-174255"
R-HSA-69202,"Cyclin E associated events during G1/S transition ",15,69,0.006770015698587127,0.023674391999268907,0.6011740281541128,8,18,0.002197802197802198,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000113558;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000111276;ENSG00000100902;ENSG00000125952;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000125952;ENSG00000092010;ENSG00000113558;ENSG00000108344;ENSG00000185627;ENSG00000101843;ENSG00000111276","P48556;O43242;Q06323;O00487;Q99436;P20618;Q9UNM6;P61244;P63208;P55036;P62333;P60900;O75832;P46527;Q16401","R-HSA-187506;R-HSA-188345;R-HSA-187545;R-HSA-187575;R-HSA-187574;R-HSA-187552;R-HSA-187520;R-HSA-69562"
R-HSA-69615,"G1/S DNA Damage Checkpoints",14,63,0.006181318681318681,0.024004928229325095,0.6011740281541128,7,16,0.0019536019536019536,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000143207;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000111276;ENSG00000100902;ENSG00000143207;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000108344;ENSG00000185627;ENSG00000101843;ENSG00000111276","P48556;O43242;Q06323;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;Q8NHY2;O75832;P46527;Q16401","R-HSA-69600;R-HSA-264444;R-HSA-264435;R-HSA-264418;R-HSA-264458;R-HSA-349444;R-HSA-69562"
R-HSA-211728,"Regulation of PAK-2p34 activity by PS-GAP/RHG10",2,2,1.9623233908948196E-4,0.024974728980984517,0.6011740281541128,2,2,2.442002442002442E-4,48887,Homo sapiens,"ENSG00000071205;ENSG00000180370;ENSG00000071205;ENSG00000180370","A1A4S6;Q13177","R-HSA-211716;R-HSA-211731"
R-HSA-179419,"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",15,70,0.006868131868131868,0.02638936436026562,0.6011740281541128,6,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000170312;ENSG00000100519;ENSG00000196510;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000170312;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000108344;ENSG00000185627;ENSG00000101843","Q9UJX3;P48556;O43242;Q06323;Q12834;P06493;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;O75832;Q16401","R-HSA-179421;R-HSA-174104;R-HSA-179417;R-HSA-174171;R-HSA-174255;R-HSA-179410"
R-HSA-174154,"APC/C:Cdc20 mediated degradation of Securin",14,64,0.006279434850863423,0.026896005834336156,0.6011740281541128,3,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000196510;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000185627;ENSG00000108344;ENSG00000101843","Q9UJX3;P48556;O43242;Q06323;Q12834;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;O75832;Q16401","R-HSA-174121;R-HSA-174202;R-HSA-174144"
R-HSA-69229,"Ubiquitin-dependent degradation of Cyclin D1",12,52,0.00510204081632653,0.027276348543402218,0.6011740281541128,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-75825"
R-HSA-75815,"Ubiquitin-dependent degradation of Cyclin D",12,52,0.00510204081632653,0.027276348543402218,0.6011740281541128,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-75825"
R-HSA-176409,"APC/C:Cdc20 mediated degradation of mitotic proteins",15,72,0.00706436420722135,0.03250339537371405,0.6011740281541128,13,13,0.0015873015873015873,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000170312;ENSG00000100519;ENSG00000196510;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000170312;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000108344;ENSG00000185627;ENSG00000101843","Q9UJX3;P48556;O43242;Q06323;Q12834;P06493;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;O75832;Q16401","R-HSA-179421;R-HSA-174157;R-HSA-174104;R-HSA-174120;R-HSA-174227;R-HSA-174121;R-HSA-179417;R-HSA-174202;R-HSA-174171;R-HSA-174144;R-HSA-174255;R-HSA-174238;R-HSA-179410"
R-HSA-174084,"Autodegradation of Cdh1 by Cdh1:APC/C",13,60,0.005886970172684459,0.03420917661844658,0.6011740281541128,2,2,2.442002442002442E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000196510;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000196510;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","Q9UJX3;P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-174057;R-HSA-174058"
R-HSA-69601,"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",12,54,0.005298273155416013,0.03475074471024997,0.6011740281541128,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-69600"
R-HSA-69613,"p53-Independent G1/S DNA damage checkpoint",12,54,0.005298273155416013,0.03475074471024997,0.6011740281541128,1,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-69600"
R-HSA-69610,"p53-Independent DNA Damage Response",12,54,0.005298273155416013,0.03475074471024997,0.6011740281541128,1,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-69600"
R-HSA-176814,"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",15,73,0.007162480376766091,0.0359213672950488,0.6011740281541128,15,15,0.0018315018315018315,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000170312;ENSG00000100519;ENSG00000196510;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000170312;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000108344;ENSG00000185627;ENSG00000101843","Q9UJX3;P48556;O43242;Q06323;Q12834;P06493;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;O75832;Q16401","R-HSA-179421;R-HSA-174104;R-HSA-174227;R-HSA-179417;R-HSA-174202;R-HSA-174171;R-HSA-174238;R-HSA-174132;R-HSA-179410;R-HSA-174157;R-HSA-174120;R-HSA-174121;R-HSA-174255;R-HSA-174144;R-HSA-174119"
R-HSA-69298,"Association of licensing factors with the pre-replicative complex",5,15,0.0014717425431711147,0.037465868701388794,0.6011740281541128,3,3,3.663003663003663E-4,48887,Homo sapiens,"ENSG00000112312;ENSG00000112312;ENSG00000164815;ENSG00000164815;ENSG00000112242;ENSG00000085840;ENSG00000112242;ENSG00000094804;ENSG00000094804;ENSG00000085840","Q99741;O43913;Q13415;O00716;O75496","R-HSA-68637;R-HSA-68712;R-HSA-68611"
R-HSA-180585,"Vif-mediated degradation of APOBEC3G",12,55,0.005396389324960753,0.03898855146456326,0.6011740281541128,1,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-180603"
R-HSA-453276,"Regulation of mitotic cell cycle",17,87,0.008536106750392465,0.039895823812975295,0.6011740281541128,36,38,0.00463980463980464,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000170312;ENSG00000196510;ENSG00000113558;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000166167;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000166167;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000170312;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000113558;ENSG00000108344;ENSG00000185627;ENSG00000101843","Q9UJX3;P48556;O43242;Q9Y297;Q06323;Q12834;P06493;O00487;Q99436;P20618;Q9UNM6;P63208;P55036;P62333;P60900;O75832;Q16401","R-HSA-179421;R-HSA-174139;R-HSA-141429;R-HSA-174203;R-HSA-179417;R-HSA-174202;R-HSA-141437;R-HSA-174195;R-HSA-174132;R-HSA-179410;R-HSA-174122;R-HSA-174120;R-HSA-174121;R-HSA-174251;R-HSA-141423;R-HSA-174255;R-HSA-174119;R-HSA-174105;R-HSA-174224;R-HSA-174104;R-HSA-174174;R-HSA-174227;R-HSA-174171;R-HSA-174079;R-HSA-174235;R-HSA-174238;R-HSA-174070;R-HSA-174209;R-HSA-174057;R-HSA-174088;R-HSA-174157;R-HSA-174159;R-HSA-174058;R-HSA-174144;R-HSA-188371;R-HSA-188191"
R-HSA-174143,"APC/C-mediated degradation of cell cycle proteins",17,87,0.008536106750392465,0.039895823812975295,0.6011740281541128,36,38,0.00463980463980464,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000170312;ENSG00000196510;ENSG00000113558;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000166167;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000166167;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000170312;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000113558;ENSG00000108344;ENSG00000185627;ENSG00000101843","Q9UJX3;P48556;O43242;Q9Y297;Q06323;Q12834;P06493;O00487;Q99436;P20618;Q9UNM6;P63208;P55036;P62333;P60900;O75832;Q16401","R-HSA-179421;R-HSA-174139;R-HSA-141429;R-HSA-174203;R-HSA-179417;R-HSA-174202;R-HSA-141437;R-HSA-174195;R-HSA-174132;R-HSA-179410;R-HSA-174122;R-HSA-174120;R-HSA-174121;R-HSA-174251;R-HSA-141423;R-HSA-174255;R-HSA-174119;R-HSA-174105;R-HSA-174224;R-HSA-174104;R-HSA-174174;R-HSA-174227;R-HSA-174171;R-HSA-174079;R-HSA-174235;R-HSA-174238;R-HSA-174070;R-HSA-174209;R-HSA-174057;R-HSA-174088;R-HSA-174157;R-HSA-174159;R-HSA-174058;R-HSA-174144;R-HSA-188371;R-HSA-188191"
R-HSA-4641258,"degradation of DVL",12,56,0.005494505494505495,0.04357673516173832,0.6011740281541128,2,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-1504193;R-HSA-4641260"
R-HSA-4641257,"degradation of AXIN",12,56,0.005494505494505495,0.04357673516173832,0.6011740281541128,2,8,9.768009768009768E-4,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000159352;ENSG00000101843;ENSG00000008018;ENSG00000100519;ENSG00000115233;ENSG00000099341;ENSG00000115233;ENSG00000100519;ENSG00000100902;ENSG00000092010;ENSG00000092010;ENSG00000099341;ENSG00000136930;ENSG00000185627;ENSG00000108344;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000185627;ENSG00000108344;ENSG00000101843;ENSG00000159352","P20618;P48556;O43242;Q9UNM6;Q06323;P55036;P62333;P60900;O75832;O00487;Q16401;Q99436","R-HSA-4641256;R-HSA-3640874"
R-HSA-174178,"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",14,69,0.006770015698587127,0.04529649832806493,0.6011740281541128,4,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000196510;ENSG00000100519;ENSG00000100902;ENSG00000136930;ENSG00000117399;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000196510;ENSG00000159352;ENSG00000159352;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000092010;ENSG00000092010;ENSG00000117399;ENSG00000185627;ENSG00000108344;ENSG00000101843","Q9UJX3;P48556;O43242;Q06323;Q12834;O00487;Q99436;P20618;Q9UNM6;P55036;P62333;P60900;O75832;Q16401","R-HSA-174088;R-HSA-174105;R-HSA-174195;R-HSA-188191"
